id,chain,offer,market,repeattrips,repeater,offerdate
495888361,21,1199256,10,0,f,2013-03-16
495888387,21,1199258,10,0,f,2013-03-18
495889011,21,1198274,10,0,f,2013-03-26
495889104,21,1197502,10,0,f,2013-03-25
495889170,21,1208329,10,5,t,2013-04-26
495890285,21,1199256,10,0,f,2013-03-16
495890600,21,1208501,10,5,t,2013-04-28
495890738,21,1197502,10,0,f,2013-03-25
495890947,21,1208251,10,0,f,2013-04-27
495891092,21,1199256,10,0,f,2013-03-23
495891192,21,1199256,10,0,f,2013-03-17
495892018,21,1208329,10,0,f,2013-04-23
495892450,21,1198275,10,0,f,2013-03-27
495892734,21,1204822,10,0,f,2013-04-04
495892901,21,1199258,10,0,f,2013-03-29
495892942,21,1208329,10,2,t,2013-04-28
495893455,21,1198272,10,0,f,2013-03-26
495893539,21,1199258,10,1,t,2013-03-13
495893560,21,1208329,10,0,f,2013-04-29
495893638,21,1199256,10,1,t,2013-03-14
495893835,21,1208329,10,1,t,2013-04-23
495894041,21,1199256,10,0,f,2013-03-15
495894247,21,1208329,10,0,f,2013-04-27
495894559,21,1197502,10,0,f,2013-03-28
495894898,21,1199256,10,0,f,2013-03-23
495894925,21,1208501,10,1,t,2013-04-28
495894954,21,1197502,10,0,f,2013-03-29
495894994,21,1208329,10,1,t,2013-04-28
495895042,21,1208329,10,0,f,2013-04-22
495895199,21,1208501,10,0,f,2013-04-24
495895956,21,1208501,10,1,t,2013-04-25
495896138,21,1208329,10,0,f,2013-04-29
495896221,21,1208329,10,0,f,2013-04-28
495896381,21,1208329,10,3,t,2013-04-22
495896883,21,1208501,10,0,f,2013-04-28
495896892,21,1199256,10,0,f,2013-03-16
495896994,21,1199258,10,0,f,2013-03-15
495897209,21,1208329,10,0,f,2013-04-22
495897303,21,1208329,10,0,f,2013-04-23
495897515,21,1199256,10,0,f,2013-03-22
495897553,21,1199258,10,0,f,2013-03-13
495897591,21,1199256,10,0,f,2013-03-15
495897622,21,1208329,10,1,t,2013-04-23
495897845,21,1197502,10,0,f,2013-03-27
495898087,21,1208329,10,3,t,2013-04-26
495898398,21,1197502,10,0,f,2013-03-25
495899826,21,1200578,10,0,f,2013-04-01
495900278,21,1208329,10,0,f,2013-04-22
495900302,21,1199256,10,0,f,2013-03-16
495900324,21,1208501,10,1,t,2013-04-25
495900383,21,1208329,10,4,t,2013-04-27
495901262,21,1208251,10,0,f,2013-04-23
495901413,21,1199256,10,0,f,2013-03-14
495901427,21,1204821,10,0,f,2013-04-18
495901458,21,1208329,10,1,t,2013-04-23
495902130,21,1204822,10,0,f,2013-04-10
495902484,21,1208329,10,2,t,2013-04-25
495902857,21,1208251,10,0,f,2013-04-29
495902929,21,1208503,10,4,t,2013-04-28
495902970,21,1208501,10,0,f,2013-04-27
495903099,21,1199256,10,0,f,2013-03-15
495903135,21,1197502,10,0,f,2013-03-26
495903212,21,1198272,10,0,f,2013-03-25
495903392,21,1208501,10,0,f,2013-04-24
495903678,21,1199256,10,0,f,2013-03-14
495903943,21,1199256,10,0,f,2013-03-13
495904044,21,1204821,10,0,f,2013-04-02
495904092,21,1197502,10,0,f,2013-03-28
495904406,21,1208501,10,5,t,2013-04-26
495906258,21,1208329,10,2,t,2013-04-22
495906291,21,1199258,10,0,f,2013-03-19
495906811,21,1204821,10,0,f,2013-04-03
495907210,21,1204822,10,0,f,2013-04-06
495907323,21,1197502,10,0,f,2013-04-18
495907544,21,1197502,10,0,f,2013-03-28
495907562,21,1204822,10,0,f,2013-04-02
495908073,21,1208251,10,5,t,2013-04-26
495908104,21,1199258,10,0,f,2013-03-13
495908145,21,1199256,10,0,f,2013-03-22
495908273,21,1199256,10,1,t,2013-03-17
495909028,21,1208503,10,0,f,2013-04-28
495909630,21,1208329,10,0,f,2013-04-22
495909801,21,1208501,10,3,t,2013-04-24
495909912,21,1197502,10,0,f,2013-04-18
495910240,21,1208501,10,0,f,2013-04-30
495910583,21,1208329,10,3,t,2013-04-22
495910635,21,1199256,10,1,t,2013-03-15
495911380,21,1197502,10,0,f,2013-03-25
495911478,21,1208503,10,1,t,2013-04-24
495911629,21,1208503,10,0,f,2013-04-26
495912012,21,1198273,10,0,f,2013-03-27
495912249,21,1199258,10,0,f,2013-03-23
495912416,21,1198272,10,0,f,2013-03-26
495912484,21,1208329,10,0,f,2013-04-28
495912639,21,1198272,10,0,f,2013-03-26
495912811,21,1208329,10,0,f,2013-04-25
495913127,21,1208329,10,0,f,2013-04-23
495913228,21,1198275,10,0,f,2013-03-26
495913496,21,1204821,10,0,f,2013-04-19
495913565,21,1199256,10,0,f,2013-03-16
495913729,21,1197502,10,0,f,2013-03-29
495914422,21,1208329,10,1,t,2013-04-24
495914590,21,1199256,10,0,f,2013-03-16
495915229,21,1199258,10,0,f,2013-03-15
495915789,21,1197502,10,0,f,2013-03-25
495915960,21,1208329,10,1,t,2013-04-25
495916160,21,1197502,10,2,t,2013-03-25
495916771,21,1208501,10,0,f,2013-04-29
495916924,21,1200578,10,0,f,2013-03-30
495917119,21,1199256,10,0,f,2013-03-13
495917764,21,1199258,10,0,f,2013-03-21
495917862,21,1208329,10,1,t,2013-04-24
495917945,21,1208501,10,0,f,2013-04-24
495918029,21,1208329,10,0,f,2013-04-26
495918307,21,1199256,10,0,f,2013-03-14
495919152,21,1198274,10,2,t,2013-03-25
495919621,21,1197502,10,1,t,2013-03-30
495920273,21,1199258,10,0,f,2013-03-16
495920670,21,1208329,10,0,f,2013-04-22
495921365,21,1208251,10,0,f,2013-04-29
495921409,21,1208329,10,0,f,2013-04-25
495921455,21,1208329,10,1,t,2013-04-26
495922065,21,1200578,10,0,f,2013-04-03
495922117,21,1199256,10,0,f,2013-03-13
495922665,21,1199256,10,0,f,2013-03-13
495922892,21,1208329,10,0,f,2013-04-25
495922975,21,1199258,10,1,t,2013-03-18
495923149,21,1197502,10,0,f,2013-03-27
495923219,21,1208501,10,1,t,2013-04-25
495923603,21,1199258,10,0,f,2013-03-13
495925373,21,1208501,10,4,t,2013-04-27
495925435,21,1208501,10,2,t,2013-04-30
495926563,21,1208329,10,16,t,2013-04-26
495927058,21,1208501,10,0,f,2013-04-30
495927221,21,1198272,10,4,t,2013-03-27
495927228,21,1199256,10,0,f,2013-03-16
495927298,21,1208252,10,0,f,2013-04-23
495927824,21,1197502,10,0,f,2013-03-28
495928079,21,1199256,10,0,f,2013-03-14
495928330,21,1208501,10,0,f,2013-04-28
495928380,21,1197502,10,0,f,2013-03-27
495928534,21,1208329,10,0,f,2013-04-25
495928630,21,1208329,10,1,t,2013-04-27
495928663,21,1199256,10,0,f,2013-03-13
495928668,21,1208251,10,0,f,2013-04-24
495928935,21,1199258,10,0,f,2013-03-19
495929566,21,1208501,10,0,f,2013-04-24
495930213,21,1197502,10,0,f,2013-03-26
495930230,21,1208501,10,0,f,2013-04-27
495930601,21,1198274,10,0,f,2013-03-27
495932396,21,1197502,10,0,f,2013-03-25
495932821,21,1199256,10,0,f,2013-03-13
495932980,21,1208501,10,0,f,2013-04-28
495934259,21,1208251,10,0,f,2013-04-23
495935104,21,1199256,10,0,f,2013-03-23
495935206,21,1208251,10,0,f,2013-04-25
495935448,21,1199256,10,0,f,2013-03-14
495935533,21,1197502,10,0,f,2013-03-27
495935574,21,1198275,10,0,f,2013-03-26
495935639,21,1208251,10,1,t,2013-04-25
495935825,21,1199258,10,0,f,2013-03-14
495936275,21,1199258,10,0,f,2013-03-16
495936565,21,1208329,10,4,t,2013-04-22
495936646,21,1208329,10,2,t,2013-04-23
495936662,21,1199256,10,0,f,2013-03-17
495936820,21,1208329,10,1,t,2013-04-23
495937152,21,1198272,10,0,f,2013-03-25
495937172,21,1198272,10,0,f,2013-03-25
495937704,21,1208501,10,0,f,2013-04-25
495938263,21,1208329,10,3,t,2013-04-26
495938826,21,1197502,10,0,f,2013-04-17
495939367,21,1208329,10,0,f,2013-04-27
495939409,21,1208251,10,0,f,2013-04-23
495939488,21,1199256,10,0,f,2013-03-15
495939826,21,1208329,10,11,t,2013-04-24
495939841,21,1208329,10,5,t,2013-04-22
495939988,21,1197502,10,0,f,2013-03-29
495940992,21,1208329,10,0,f,2013-04-26
495941422,21,1199258,10,0,f,2013-03-15
495941542,21,1208329,10,0,f,2013-04-28
495941713,21,1198273,10,1,t,2013-03-27
495941788,21,1208501,10,1,t,2013-04-28
495942323,21,1208329,10,0,f,2013-04-27
495942694,21,1208501,10,1,t,2013-04-27
495943639,21,1198274,10,0,f,2013-03-27
495943683,21,1208329,10,3,t,2013-04-27
495944159,21,1199258,10,0,f,2013-03-15
495944451,21,1198275,10,0,f,2013-03-25
495945091,21,1200578,10,0,f,2013-04-04
495945324,21,1208329,10,0,f,2013-04-22
495946151,21,1199256,10,0,f,2013-03-17
495946280,21,1199256,10,2,t,2013-03-14
495946352,21,1208252,10,0,f,2013-04-26
495946960,21,1208501,10,0,f,2013-04-25
495947071,21,1198274,10,0,f,2013-03-26
495947181,21,1199258,10,0,f,2013-03-20
495947461,21,1199256,10,0,f,2013-03-16
495947514,21,1208501,10,0,f,2013-04-29
495947541,21,1197502,10,1,t,2013-03-27
495947775,21,1208329,10,0,f,2013-04-24
495947981,21,1197502,10,1,t,2013-03-25
495948167,21,1208329,10,0,f,2013-04-28
495948536,21,1200579,10,0,f,2013-04-02
495948800,21,1199256,10,1,t,2013-03-16
495948816,21,1208501,10,1,t,2013-04-25
495948884,21,1208329,10,0,f,2013-04-27
495948981,21,1204821,10,0,f,2013-04-09
495949427,21,1197502,10,0,f,2013-04-20
495949896,21,1208503,10,0,f,2013-04-25
495950123,21,1208329,10,0,f,2013-04-28
495950145,21,1208329,10,0,f,2013-04-22
495950559,21,1199256,10,0,f,2013-03-13
495950564,21,1199256,10,0,f,2013-03-17
495950711,21,1197502,10,0,f,2013-03-25
495950714,21,1199256,10,0,f,2013-03-13
495950917,21,1198272,10,0,f,2013-03-26
495951060,21,1208329,10,0,f,2013-04-28
495951263,21,1199256,10,0,f,2013-03-14
495951355,21,1208251,10,0,f,2013-04-24
495952059,21,1208501,10,0,f,2013-04-27
495952074,21,1197502,10,0,f,2013-03-25
495952186,21,1208501,10,2,t,2013-04-27
495952208,21,1199258,10,0,f,2013-03-13
495952851,21,1208501,10,0,f,2013-04-25
495953325,21,1197502,10,1,t,2013-03-30
495953796,21,1197502,10,0,f,2013-04-08
495953942,21,1208501,10,0,f,2013-04-24
495954687,21,1197502,10,0,f,2013-04-24
495955004,21,1208329,10,0,f,2013-04-22
495955278,21,1199258,10,0,f,2013-03-14
495955361,21,1199258,10,0,f,2013-03-16
495955377,21,1208329,10,3,t,2013-04-28
495955402,21,1208329,10,0,f,2013-04-22
495955422,21,1208501,10,0,f,2013-04-25
495955556,21,1199258,10,0,f,2013-03-14
495955734,21,1199256,10,0,f,2013-03-15
495956113,21,1208501,10,0,f,2013-04-26
495956379,21,1199258,10,0,f,2013-03-14
495956661,21,1199256,10,0,f,2013-03-13
495957108,21,1208501,10,0,f,2013-04-29
495957525,21,1208252,10,0,f,2013-04-27
495957567,21,1197502,10,0,f,2013-03-29
495958187,21,1197502,10,0,f,2013-03-26
495958887,21,1199256,10,0,f,2013-03-15
495959032,21,1199256,10,0,f,2013-03-15
495959037,21,1197502,10,0,f,2013-03-29
495959588,21,1197502,10,0,f,2013-03-28
495959806,21,1208329,10,1,t,2013-04-25
495959813,21,1198275,10,0,f,2013-03-27
495960615,21,1208501,10,3,t,2013-04-29
495960629,21,1197502,10,0,f,2013-03-29
495960694,21,1199256,10,0,f,2013-03-15
495960768,21,1208329,10,1,t,2013-04-24
495961603,21,1208329,10,0,f,2013-04-26
495962669,21,1208329,10,0,f,2013-04-23
495962858,21,1208503,10,0,f,2013-04-25
495963327,21,1208329,10,0,f,2013-04-23
495963404,21,1208501,10,0,f,2013-04-28
495963888,21,1208329,10,1,t,2013-04-24
495964212,21,1199258,10,0,f,2013-03-14
495965162,21,1208329,10,7,t,2013-04-22
495965224,21,1198273,10,0,f,2013-03-26
495965907,21,1208251,10,1,t,2013-04-23
495965959,21,1208501,10,0,f,2013-04-26
495966302,21,1208329,10,0,f,2013-04-28
495966883,21,1199258,10,0,f,2013-03-13
495967599,21,1199256,10,0,f,2013-03-15
495967733,21,1208251,10,1,t,2013-04-23
495967914,21,1198275,10,0,f,2013-03-26
495968707,21,1197502,10,0,f,2013-03-27
495968909,21,1208501,10,0,f,2013-04-25
495969059,21,1199258,10,0,f,2013-03-19
495969625,21,1199256,10,0,f,2013-03-17
495969672,21,1208501,10,10,t,2013-04-25
495970017,21,1208329,10,0,f,2013-04-22
495970155,21,1199256,10,1,t,2013-03-16
495970311,21,1197502,10,1,t,2013-03-25
495970835,21,1208251,10,1,t,2013-04-24
495971208,21,1208329,10,0,f,2013-04-25
495971259,21,1197502,10,0,f,2013-04-07
495971287,21,1197502,10,0,f,2013-03-26
495971408,21,1208329,10,2,t,2013-04-22
495971893,21,1197502,10,0,f,2013-03-29
495972563,21,1199258,10,0,f,2013-03-14
495972876,21,1197502,10,1,t,2013-03-30
495972879,21,1199256,10,0,f,2013-03-14
495973022,21,1208329,10,0,f,2013-04-27
495973907,21,1197502,10,0,f,2013-03-25
495974373,21,1208329,10,0,f,2013-04-25
495974398,21,1204576,10,2,t,2013-04-04
495974891,21,1197502,10,0,f,2013-03-30
495975164,21,1197502,10,0,f,2013-03-25
495975224,21,1208329,10,2,t,2013-04-23
495975559,21,1208329,10,3,t,2013-04-22
495975615,21,1197502,10,0,f,2013-03-26
495975648,21,1208501,10,0,f,2013-04-24
495976260,21,1208503,10,0,f,2013-04-27
495976533,21,1208329,10,0,f,2013-04-23
495977015,21,1208329,10,2,t,2013-04-27
495977016,21,1208329,10,0,f,2013-04-24
495977334,21,1199256,10,1,t,2013-03-17
495977553,21,1204576,10,0,f,2013-04-06
495977850,21,1199256,10,0,f,2013-03-14
495978018,21,1204576,10,0,f,2013-04-04
495978965,21,1199256,10,1,t,2013-03-17
495978991,21,1199256,10,0,f,2013-03-17
495979219,21,1208501,10,0,f,2013-04-24
495979612,21,1208329,10,0,f,2013-04-27
495979703,21,1199256,10,0,f,2013-03-16
495980142,21,1197502,10,1,t,2013-03-29
495980424,21,1208329,10,0,f,2013-04-22
495980899,21,1208329,10,11,t,2013-04-23
495981203,21,1199256,10,0,f,2013-03-13
495981405,21,1208503,10,0,f,2013-04-27
495982126,21,1204576,10,13,t,2013-04-07
495982242,21,1200578,10,0,f,2013-03-31
495982405,21,1208501,10,0,f,2013-04-26
495982641,21,1199258,10,0,f,2013-03-13
495983416,21,1208329,10,1,t,2013-04-25
495983463,21,1204821,10,0,f,2013-04-21
495983485,21,1197502,10,2,t,2013-03-28
495983795,21,1208329,10,0,f,2013-04-28
495983905,21,1199256,10,0,f,2013-03-13
495984032,21,1208329,10,0,f,2013-04-22
495984668,21,1199256,10,0,f,2013-03-13
495984909,21,1199258,10,0,f,2013-03-20
495985506,21,1208329,10,3,t,2013-04-26
495985645,21,1197502,10,0,f,2013-03-26
495985662,21,1199256,10,0,f,2013-03-13
495985738,21,1199256,10,0,f,2013-03-13
495985945,21,1199256,10,0,f,2013-03-13
495986071,21,1208329,10,3,t,2013-04-28
495986113,21,1200578,10,0,f,2013-04-07
495986602,21,1199256,10,0,f,2013-03-14
495986741,21,1199256,10,0,f,2013-03-17
495987009,21,1198273,10,0,f,2013-03-25
495987762,21,1199256,10,0,f,2013-03-22
495987793,21,1197502,10,0,f,2013-03-25
495987859,21,1197502,10,0,f,2013-03-26
495987861,21,1199256,10,0,f,2013-03-16
495988085,21,1199256,10,0,f,2013-03-17
495988323,21,1197502,10,1,t,2013-04-01
495988465,21,1197502,10,2,t,2013-03-25
495988539,21,1208503,10,1,t,2013-04-28
495988667,21,1208501,10,0,f,2013-04-25
495989175,21,1198271,10,0,f,2013-03-25
495989401,21,1208329,10,1,t,2013-04-24
495989918,21,1208329,10,0,f,2013-04-22
495990003,21,1208329,10,0,f,2013-04-29
495990144,21,1208501,10,0,f,2013-04-24
495990245,21,1208329,10,0,f,2013-04-27
495990688,21,1208501,10,0,f,2013-04-28
495991228,21,1197502,10,1,t,2013-04-16
495991925,21,1204822,10,0,f,2013-04-17
495992044,21,1208252,10,0,f,2013-04-25
495992070,21,1197502,10,0,f,2013-04-16
495992215,21,1200578,10,0,f,2013-03-30
495992846,21,1208329,10,1,t,2013-04-24
495994056,21,1199256,10,0,f,2013-03-16
495994294,21,1208501,10,0,f,2013-04-26
495994398,21,1208501,10,0,f,2013-04-27
495994564,21,1199256,10,0,f,2013-03-13
495995274,21,1208501,10,1,t,2013-04-25
495995357,21,1208329,10,0,f,2013-04-27
495995426,21,1197502,10,0,f,2013-03-27
495995961,21,1208329,10,1,t,2013-04-28
495996064,21,1199258,10,0,f,2013-03-13
495996208,21,1197502,10,0,f,2013-03-30
495996244,21,1197502,10,1,t,2013-04-06
495996563,21,1208501,10,0,f,2013-04-26
495997082,21,1199256,10,0,f,2013-03-15
495997509,21,1199256,10,0,f,2013-03-15
495997685,21,1208329,10,0,f,2013-04-25
495997733,21,1199258,10,1,t,2013-03-13
495997876,21,1208329,10,3,t,2013-04-22
495998291,21,1198275,10,0,f,2013-03-27
495998301,21,1208501,10,0,f,2013-04-29
495999204,21,1199258,10,0,f,2013-03-23
496000125,21,1199256,10,0,f,2013-03-16
496000200,21,1198273,10,0,f,2013-03-25
496000315,21,1208251,10,0,f,2013-04-28
496001393,21,1198275,10,0,f,2013-03-27
496001402,21,1198273,10,0,f,2013-03-26
496002104,21,1199258,10,0,f,2013-03-14
496002271,21,1199258,10,0,f,2013-03-21
496002319,21,1199258,10,0,f,2013-03-13
496002818,21,1199256,10,0,f,2013-03-13
496002959,21,1200579,10,0,f,2013-04-04
496003673,21,1208329,10,1,t,2013-04-24
496003990,21,1199256,10,0,f,2013-03-24
496004512,21,1197502,10,0,f,2013-03-26
496005890,21,1208251,10,1,t,2013-04-27
496006756,21,1198275,10,2,t,2013-03-27
496007461,21,1208251,10,0,f,2013-04-27
496007616,21,1199256,10,0,f,2013-03-13
496008470,21,1208501,10,3,t,2013-04-26
496008666,21,1208501,10,2,t,2013-04-24
496008986,21,1200578,10,0,f,2013-03-31
496009563,21,1200578,10,0,f,2013-03-31
496009961,21,1208251,10,0,f,2013-04-26
496010241,21,1199256,10,0,f,2013-03-13
496010409,21,1208329,10,1,t,2013-04-23
496010623,21,1199256,10,0,f,2013-03-16
496010722,21,1208329,10,2,t,2013-04-27
496010768,21,1198274,10,1,t,2013-03-27
496010833,21,1208329,10,0,f,2013-04-22
496011023,21,1208329,10,0,f,2013-04-27
496011457,21,1200988,10,1,t,2013-03-15
496011848,21,1204821,10,0,f,2013-04-01
496012189,21,1208329,10,0,f,2013-04-25
496012498,21,1199256,10,1,t,2013-03-22
496012517,21,1208503,10,0,f,2013-04-25
496013220,21,1197502,10,1,t,2013-03-26
496013507,21,1199256,10,0,f,2013-03-15
496013645,21,1208329,10,0,f,2013-04-29
496014963,21,1208329,10,1,t,2013-04-27
496015242,21,1208329,10,1,t,2013-04-22
496015273,21,1197502,10,0,f,2013-03-26
496015673,21,1198275,10,0,f,2013-03-25
496015845,21,1208501,10,0,f,2013-04-24
496015917,21,1208503,10,1,t,2013-04-28
496016007,21,1198273,10,0,f,2013-03-25
496016158,21,1208329,10,0,f,2013-04-23
496016683,21,1200578,10,0,f,2013-03-30
496016827,21,1208329,10,0,f,2013-04-22
496017125,21,1197502,10,1,t,2013-03-29
496017328,21,1208329,10,0,f,2013-04-25
496017345,21,1208329,10,0,f,2013-04-28
496017707,21,1208503,10,0,f,2013-04-27
496017831,21,1199256,10,0,f,2013-03-23
496017921,21,1208329,10,0,f,2013-04-22
496018333,21,1208329,10,0,f,2013-04-22
496018387,21,1204576,10,1,t,2013-04-07
496020951,21,1199258,10,0,f,2013-03-13
496020988,21,1204576,10,1,t,2013-04-20
496021212,21,1208251,10,0,f,2013-04-27
496021898,21,1208251,10,4,t,2013-04-26
496022202,21,1197502,10,0,f,2013-04-21
496022229,21,1199256,10,0,f,2013-03-26
496022297,21,1208329,10,1,t,2013-04-25
496022697,21,1199256,10,0,f,2013-03-24
496022865,21,1208329,10,3,t,2013-04-24
496022972,21,1198275,10,0,f,2013-03-25
496023193,21,1208329,10,0,f,2013-04-27
496023474,21,1199258,10,0,f,2013-03-28
496023480,21,1197502,10,0,f,2013-04-07
496023611,21,1208329,10,1,t,2013-04-22
496023637,21,1197502,10,0,f,2013-03-30
496024226,21,1199258,10,0,f,2013-03-15
496025178,21,1208501,10,2,t,2013-04-28
496025345,21,1198272,10,0,f,2013-03-25
496025442,21,1198275,10,0,f,2013-03-27
496026194,21,1199256,10,0,f,2013-03-14
496026844,21,1208329,10,0,f,2013-04-22
496026880,21,1199256,10,0,f,2013-03-16
496027290,21,1204576,10,0,f,2013-04-07
496027824,21,1199256,10,1,t,2013-03-14
496027960,21,1197502,10,0,f,2013-04-02
496027980,21,1208329,10,0,f,2013-04-29
496028209,21,1198272,10,0,f,2013-03-27
496028250,21,1197502,10,0,f,2013-03-28
496028302,21,1208251,10,0,f,2013-04-23
496028620,21,1197502,10,0,f,2013-03-26
496028717,21,1208329,10,0,f,2013-04-22
496028767,21,1208329,10,0,f,2013-04-22
496029459,21,1208329,10,0,f,2013-04-22
496029855,21,1208501,10,0,f,2013-04-27
496029864,21,1199256,10,0,f,2013-03-13
496030103,21,1199256,10,0,f,2013-03-22
496030639,21,1199256,10,1,t,2013-03-17
496030666,21,1208329,10,1,t,2013-04-23
496030874,21,1198271,10,0,f,2013-03-26
496031135,21,1197502,10,0,f,2013-04-19
496031267,21,1197502,10,1,t,2013-03-29
496032647,21,1199258,10,0,f,2013-03-14
496032935,21,1199256,10,0,f,2013-03-13
496033074,21,1204821,10,0,f,2013-04-19
496033106,21,1199258,10,0,f,2013-03-19
496033381,21,1208329,10,1,t,2013-04-25
496033549,21,1204821,10,1,t,2013-04-01
496033871,21,1199256,10,0,f,2013-03-26
496034068,21,1208503,10,0,f,2013-04-29
496035189,21,1199256,10,1,t,2013-03-14
496035453,21,1208501,10,0,f,2013-04-24
496035848,21,1198272,10,0,f,2013-03-27
496036128,21,1200578,10,0,f,2013-04-05
496036580,21,1208501,10,0,f,2013-04-25
496036996,21,1200578,10,0,f,2013-04-07
496037341,21,1199256,10,0,f,2013-03-15
496037344,21,1199256,10,0,f,2013-03-15
496037366,21,1198274,10,0,f,2013-03-25
496037376,21,1208329,10,2,t,2013-04-25
496037422,21,1204821,10,0,f,2013-04-03
496038281,21,1197502,10,0,f,2013-03-28
496038435,21,1208329,10,0,f,2013-04-22
496038935,21,1197502,10,0,f,2013-03-25
496038956,21,1198275,10,0,f,2013-03-25
496039352,21,1208252,10,0,f,2013-04-29
496039371,21,1208329,10,0,f,2013-04-22
496040280,21,1208329,10,0,f,2013-04-27
496040296,21,1208329,10,0,f,2013-04-22
496040923,21,1208501,10,1,t,2013-04-26
496040983,21,1208329,10,1,t,2013-04-23
496041184,21,1199256,10,0,f,2013-03-13
496041647,21,1204576,10,0,f,2013-04-04
496042044,21,1199256,10,0,f,2013-03-16
496042618,21,1208329,10,0,f,2013-04-28
496042695,21,1208501,10,0,f,2013-04-24
496042812,21,1208503,10,0,f,2013-04-29
496043302,21,1208501,10,1,t,2013-04-25
496043349,21,1208251,10,0,f,2013-04-23
496043361,21,1199256,10,0,f,2013-03-14
496043384,21,1208329,10,0,f,2013-04-23
496043508,21,1199256,10,0,f,2013-03-16
496043798,21,1208329,10,0,f,2013-04-22
496043799,21,1197502,10,0,f,2013-03-26
496043911,21,1197502,10,0,f,2013-03-27
496044298,21,1204821,10,0,f,2013-04-12
496044677,21,1208329,10,0,f,2013-04-29
496045108,21,1208329,10,0,f,2013-04-22
496045367,21,1208329,10,0,f,2013-04-22
496045463,21,1208329,10,0,f,2013-04-25
496046245,21,1199256,10,0,f,2013-03-28
496046808,21,1197502,10,0,f,2013-03-29
496046888,21,1197502,10,0,f,2013-03-28
496046934,21,1198273,10,1,t,2013-03-26
496046970,21,1208329,10,0,f,2013-04-27
496047075,21,1208329,10,2,t,2013-04-23
496047377,21,1198272,10,0,f,2013-03-26
496047580,21,1198274,10,0,f,2013-03-27
496047619,21,1199258,10,0,f,2013-03-14
496047772,21,1208329,10,22,t,2013-04-22
496048778,21,1199256,10,0,f,2013-03-15
496048831,21,1208251,10,0,f,2013-04-27
496049435,21,1208501,10,0,f,2013-04-29
496049511,21,1200579,10,0,f,2013-03-30
496049578,21,1197502,10,1,t,2013-03-25
496050576,21,1199256,10,0,f,2013-03-14
496050588,21,1208329,10,2,t,2013-04-28
496050721,21,1197502,10,1,t,2013-03-30
496052763,21,1208329,10,0,f,2013-04-24
496053194,21,1208329,10,0,f,2013-04-27
496053428,21,1198272,10,0,f,2013-03-25
496053645,21,1199256,10,1,t,2013-03-13
496053857,21,1208501,10,0,f,2013-04-24
496054162,21,1208501,10,0,f,2013-04-24
496054544,21,1199258,10,0,f,2013-03-15
496054798,21,1199258,10,0,f,2013-03-15
496054816,21,1198271,10,0,f,2013-03-27
496054899,21,1208329,10,2,t,2013-04-22
496054960,21,1197502,10,1,t,2013-03-25
496055070,21,1199258,10,0,f,2013-03-16
496055435,21,1199258,10,0,f,2013-03-27
496055778,21,1204821,10,0,f,2013-04-21
496056212,21,1198275,10,0,f,2013-03-25
496056457,21,1208501,10,0,f,2013-04-30
496056565,21,1208329,10,2,t,2013-04-28
496057158,21,1199256,10,0,f,2013-03-13
496057435,21,1197502,10,0,f,2013-03-26
496057477,21,1208329,10,1,t,2013-04-27
496057915,21,1199256,10,0,f,2013-03-28
496058174,21,1198275,10,0,f,2013-03-25
496058352,21,1197502,10,0,f,2013-03-27
496058359,21,1197502,10,0,f,2013-03-27
496058407,21,1199256,10,0,f,2013-03-23
496058544,21,1198272,10,0,f,2013-03-26
496058812,21,1208329,10,0,f,2013-04-26
496058833,21,1208501,10,0,f,2013-04-29
496058834,21,1208329,10,0,f,2013-04-26
496058896,21,1200578,10,0,f,2013-03-30
496059543,21,1208501,10,2,t,2013-04-25
496059683,21,1208329,10,0,f,2013-04-29
496060531,21,1208329,10,0,f,2013-04-22
496060563,21,1208251,10,0,f,2013-04-23
496060930,21,1208503,10,0,f,2013-04-24
496061876,21,1198272,10,1,t,2013-03-26
496063000,21,1197502,10,0,f,2013-03-25
496063128,21,1208501,10,0,f,2013-04-24
496063131,21,1197502,10,0,f,2013-03-25
496063404,21,1199258,10,0,f,2013-03-13
496063458,21,1198272,10,0,f,2013-03-27
496063521,21,1208501,10,1,t,2013-04-28
496064119,21,1204821,10,0,f,2013-04-06
496064303,21,1199258,10,0,f,2013-03-22
496064752,21,1208503,10,0,f,2013-04-24
496064948,21,1197502,10,0,f,2013-03-30
496065729,21,1208329,10,0,f,2013-04-25
496065746,21,1197502,10,0,f,2013-03-27
496067083,21,1208251,10,1,t,2013-04-23
496067273,21,1197502,10,0,f,2013-03-25
496067803,21,1199258,10,0,f,2013-03-17
496069995,21,1200578,10,0,f,2013-04-04
496070003,21,1208329,10,3,t,2013-04-28
496070136,21,1208329,10,3,t,2013-04-24
496070202,21,1208329,10,8,t,2013-04-27
496070487,21,1199258,10,0,f,2013-03-15
496071071,21,1199256,10,0,f,2013-03-15
496071249,21,1198275,10,0,f,2013-03-26
496071929,21,1208251,10,0,f,2013-04-23
496071938,21,1197502,10,0,f,2013-03-25
496072070,21,1208329,10,2,t,2013-04-28
496072517,21,1208251,10,0,f,2013-04-25
496072815,21,1199256,10,0,f,2013-03-16
496072859,21,1208329,10,3,t,2013-04-25
496073575,21,1208501,10,0,f,2013-04-25
496073678,21,1208501,10,0,f,2013-04-28
496073690,21,1197502,10,0,f,2013-03-26
