id,chain,offer,market,offerdate
259071009,15,1203439,9,2013-05-17
259079575,63,1230218,14,2013-07-26
259084369,96,1221663,27,2013-06-25
259104889,165,1221663,21,2013-06-20
259112680,96,1221663,27,2013-06-22
259126690,191,1219903,39,2013-07-26
259126961,126,1203439,18,2013-05-16
259145621,98,1221658,8,2013-06-23
259148031,15,1221663,9,2013-06-22
259202073,26,1221658,16,2013-06-29
259205758,14,1230218,8,2013-07-24
259256363,85,1203439,22,2013-05-17
259332885,89,1221663,16,2013-06-23
259339804,20,1230218,7,2013-07-24
259343565,18,1213242,11,2013-05-21
259369352,18,1230218,11,2013-07-24
259389945,85,1221658,22,2013-06-20
259390805,211,1220502,24,2013-07-07
259410246,101,1221658,20,2013-06-21
259422368,101,1221658,20,2013-06-25
259455563,77,1230218,37,2013-07-27
259485533,18,1213242,11,2013-05-23
259493413,70,1203439,34,2013-05-13
259504622,104,1230218,2,2013-07-24
259509651,85,1230218,22,2013-07-27
259514001,21,1220502,10,2013-07-18
259536115,68,1203439,4,2013-05-13
259572047,21,1221667,10,2013-06-21
259654607,85,1221658,22,2013-06-20
259658930,64,1220502,21,2013-07-02
259691579,165,1221663,21,2013-06-22
259697954,68,1220502,4,2013-07-03
259742970,165,1221663,21,2013-06-26
259749942,40,1220502,23,2013-07-13
259779159,64,1230218,21,2013-07-24
259780257,4,1203439,1,2013-05-14
259790331,88,1230218,14,2013-07-26
259820598,21,1221658,10,2013-06-29
259823073,69,1203439,22,2013-05-17
259877722,85,1221658,22,2013-06-20
259886614,21,1220503,10,2013-07-02
259907289,21,1230218,10,2013-07-27
259912883,4,1219903,1,2013-06-28
259935451,165,1213242,21,2013-05-20
259937093,165,1213242,21,2013-05-21
259943163,165,1213242,21,2013-05-25
259981455,64,1220503,21,2013-07-03
260031395,104,1203439,2,2013-05-12
260049707,18,1219900,11,2013-06-30
260059236,85,1221658,22,2013-06-20
260065563,165,1203439,21,2013-05-12
260084970,40,1221658,23,2013-06-22
260136007,18,1221658,11,2013-06-20
260159928,21,1230218,10,2013-07-29
260160202,17,1221658,4,2013-06-23
260175192,17,1221658,4,2013-06-20
260175984,2,1220502,1,2013-07-05
260266249,98,1208251,8,2013-05-01
260272059,2,1221665,1,2013-06-24
260280798,240,1221663,12,2013-06-20
260281037,140,1221658,45,2013-06-23
260287979,211,1203439,24,2013-05-16
260306674,165,1221658,21,2013-06-21
260307404,4,1190530,1,2013-05-12
260310609,85,1203439,22,2013-05-16
260325579,17,1221663,4,2013-06-23
260335520,17,1230218,4,2013-07-27
260363755,40,1230218,23,2013-07-24
260370889,46,1220502,15,2013-07-01
260432524,4,1221666,1,2013-06-22
260454661,65,1230218,26,2013-07-29
260457321,16,1221667,10,2013-06-21
260485985,95,1221663,39,2013-06-20
260493687,215,1220503,34,2013-07-20
260534405,165,1221663,21,2013-06-22
260539727,95,1213242,39,2013-05-27
260570907,69,1203439,22,2013-05-13
260572057,85,1220503,22,2013-07-02
260622483,21,1221667,10,2013-06-24
260626852,15,1221663,9,2013-06-25
260632396,42,1221658,20,2013-06-26
260637693,85,1203439,22,2013-06-10
260641391,16,1221665,10,2013-06-29
260656543,77,1221658,37,2013-06-20
260659842,165,1213242,21,2013-05-20
260660972,85,1220503,22,2013-07-01
260678598,126,1230218,18,2013-07-25
260710499,101,1221663,20,2013-06-27
260748915,89,1219900,16,2013-07-27
260795732,191,1221663,39,2013-06-28
260816971,165,1213242,21,2013-05-20
260838694,64,1221663,21,2013-06-27
260843950,240,1221663,12,2013-06-20
260875944,431,1221663,35,2013-06-23
260928524,89,1219900,16,2013-07-03
261057491,46,1221658,15,2013-06-29
261077274,46,1221663,15,2013-06-26
261100128,63,1220503,14,2013-07-05
261104842,215,1230218,34,2013-07-28
261125051,96,1220503,27,2013-07-23
261135389,96,1220503,27,2013-07-05
261139663,70,1203439,34,2013-05-11
261140384,206,1213242,21,2013-05-24
261144642,215,1203439,34,2013-05-13
261185338,26,1203439,16,2013-05-23
261186256,211,1221658,24,2013-06-23
261198767,165,1221663,21,2013-06-20
261208215,58,1203439,28,2013-05-22
261222887,240,1230218,12,2013-07-24
261223085,240,1221663,12,2013-06-21
261235032,96,1230218,27,2013-07-26
261250155,85,1203439,22,2013-05-13
261266266,2,1221667,1,2013-06-24
261299625,101,1230218,20,2013-07-26
261300407,85,1221663,22,2013-06-22
261304133,96,1221663,27,2013-06-22
261328340,18,1230218,11,2013-07-25
261345033,85,1230218,22,2013-07-28
261354824,85,1220503,22,2013-07-18
261377798,85,1203439,22,2013-05-11
261400214,85,1221658,22,2013-06-21
261463524,17,1221658,4,2013-06-22
261463942,104,1221665,2,2013-06-20
261471645,85,1203439,22,2013-05-13
261471665,20,1219900,7,2013-06-28
261477894,191,1221663,39,2013-06-28
261497830,46,1221658,15,2013-06-25
261503919,40,1220503,23,2013-07-05
261519511,101,1220502,20,2013-07-05
261569763,18,1221658,11,2013-06-20
261574979,4,1221667,1,2013-06-21
261589564,88,1221666,14,2013-06-23
261602480,88,1230218,14,2013-07-25
261607485,40,1230218,23,2013-07-29
261610955,14,1203439,8,2013-05-18
261651356,88,1230218,14,2013-07-25
261665351,15,1221663,9,2013-06-22
261710546,104,1198273,2,2013-06-04
261713542,12,1221658,7,2013-06-24
261728184,215,1220503,34,2013-07-04
261769519,18,1221663,11,2013-06-23
261779284,96,1203439,27,2013-05-13
261797664,21,1220503,10,2013-07-24
261802655,360,1208501,37,2013-05-10
261816286,166,1230218,14,2013-07-24
261816550,15,1221663,9,2013-06-30
261833791,360,1221665,37,2013-06-27
261902831,46,1221658,15,2013-06-21
261946699,191,1230218,39,2013-07-27
261992027,14,1221658,8,2013-06-23
262012021,42,1221658,20,2013-06-28
262013121,191,1230218,39,2013-07-29
262014839,65,1221658,26,2013-06-20
262019679,126,1221663,18,2013-06-22
262043223,2,1219900,1,2013-07-02
262049741,18,1213242,11,2013-05-27
262060846,165,1213242,21,2013-05-24
262082460,46,1203439,15,2013-05-21
262091998,96,1221663,27,2013-06-20
262112252,184,1221663,21,2013-06-22
262132229,58,1203439,28,2013-05-16
262135318,65,1221663,26,2013-06-20
262151648,10,1221658,5,2013-06-22
262175264,26,1221663,16,2013-06-23
262184608,240,1208501,12,2013-05-10
262237817,83,1230218,15,2013-07-29
262249774,69,1221663,22,2013-06-23
262261858,101,1221663,20,2013-06-20
262269982,40,1220503,23,2013-07-09
262279135,21,1208501,10,2013-05-08
262283649,2,1221666,1,2013-06-24
262286223,63,1221665,14,2013-06-27
262287762,2,1221663,1,2013-06-24
262292171,2,1221665,1,2013-06-24
262322937,85,1220502,22,2013-07-12
262402066,96,1221663,27,2013-06-21
262428649,68,1220503,4,2013-07-01
262447576,16,1221663,10,2013-06-20
262463823,16,1221658,10,2013-06-20
262501585,85,1203439,22,2013-05-15
262510415,96,1221663,27,2013-06-21
262530837,126,1230218,18,2013-07-27
262639508,165,1221663,21,2013-06-20
262680793,2,1203439,1,2013-05-21
262714911,206,1213242,21,2013-05-25
262735168,85,1221658,22,2013-06-21
262799155,85,1220502,22,2013-07-03
262838908,85,1203439,22,2013-05-11
262907516,14,1221663,8,2013-06-20
262914749,21,1221667,10,2013-06-20
262938738,191,1221663,39,2013-06-24
262943002,17,1221663,4,2013-06-27
262951839,126,1230218,18,2013-07-26
262966126,211,1221663,24,2013-06-23
262984452,100,1220502,10,2013-07-12
263075533,85,1221658,22,2013-06-21
263077412,306,1221658,6,2013-06-20
263104256,306,1221658,6,2013-06-20
263110107,240,1198275,12,2013-06-04
263143878,101,1230218,20,2013-07-24
263157846,88,1230218,14,2013-07-25
263173835,85,1220503,22,2013-07-19
263180450,21,1221658,10,2013-06-26
263194267,101,1219903,20,2013-06-29
263240416,85,1203439,22,2013-05-14
263252757,77,1230218,37,2013-07-25
263302688,95,1203439,39,2013-05-15
263332552,65,1230218,26,2013-07-26
263332832,62,1220503,18,2013-07-19
263370755,165,1221663,21,2013-06-21
263443934,3,1221663,2,2013-06-22
263484848,21,1221658,10,2013-06-21
263496795,46,1230218,15,2013-07-25
263528495,18,1221663,11,2013-06-20
263537658,88,1221666,14,2013-06-23
263733303,85,1230218,22,2013-07-28
263805797,191,1230218,39,2013-07-25
263816304,64,1203439,21,2013-05-13
263826767,64,1221658,21,2013-06-28
263840863,68,1230218,4,2013-07-25
263863584,68,1220502,4,2013-07-01
263889886,85,1221663,22,2013-06-24
263896838,68,1221663,4,2013-06-25
263922743,101,1220502,20,2013-07-03
263923507,206,1203439,21,2013-05-21
263955073,65,1203439,26,2013-05-11
263976520,151,1203439,35,2013-05-15
263977467,98,1230218,8,2013-07-25
264017885,96,1221658,27,2013-06-21
264038865,63,1221658,14,2013-06-26
264040556,12,1221658,7,2013-06-24
264043801,63,1221665,14,2013-06-23
264046956,191,1203439,39,2013-05-18
264048167,431,1221663,35,2013-06-26
264060369,101,1221663,20,2013-06-21
264070369,2,1221663,1,2013-06-22
264083738,431,1219903,35,2013-07-01
264094961,12,1203439,7,2013-05-15
264116095,83,1230218,15,2013-07-25
264119524,373,1230218,18,2013-07-24
264131382,96,1221658,27,2013-06-21
264141274,126,1220503,18,2013-07-20
264151522,98,1221658,8,2013-06-22
264153762,165,1230218,21,2013-07-24
264167288,68,1220502,4,2013-07-02
264173149,46,1221663,15,2013-06-23
264177667,2,1220502,1,2013-07-16
264188198,58,1230218,28,2013-07-28
264196833,191,1221663,39,2013-06-23
264197101,2,1190530,1,2013-05-09
264200581,431,1220503,35,2013-07-06
264201657,431,1203439,35,2013-05-16
264210610,89,1219900,16,2013-07-06
264233053,191,1203439,39,2013-05-15
264244234,96,1221658,27,2013-06-21
264259571,2,1221663,1,2013-06-28
264266717,58,1230218,28,2013-07-28
264323487,165,1221658,21,2013-06-24
264334727,215,1230218,34,2013-07-25
264335299,143,1200582,34,2013-06-02
264342846,108,1221667,10,2013-06-22
264345167,98,1203439,8,2013-05-22
264360147,101,1221658,20,2013-06-23
264405243,165,1221663,21,2013-06-21
264427565,16,1221663,10,2013-06-23
264475888,40,1230218,23,2013-07-29
264482903,101,1221663,20,2013-06-30
264492206,101,1220502,20,2013-07-04
264501740,4,1221663,1,2013-06-22
264512868,165,1213242,21,2013-05-26
264596014,85,1220503,22,2013-07-02
264637912,81,1190530,1,2013-05-11
264687068,191,1221663,39,2013-06-24
264694633,96,1208251,27,2013-05-01
264720854,96,1220502,27,2013-07-13
264734353,89,1203439,16,2013-05-16
264739626,83,1230218,15,2013-07-27
264762991,85,1203439,22,2013-05-11
264810576,95,1230218,39,2013-07-27
264814057,211,1203439,24,2013-05-15
264820088,206,1221658,21,2013-06-22
264828496,65,1221663,26,2013-06-25
264889552,15,1221658,9,2013-06-20
264904874,95,1203439,39,2013-05-11
264908689,151,1203439,35,2013-05-22
264910526,12,1221663,7,2013-06-23
264940643,20,1219903,7,2013-06-28
264941381,140,1230218,45,2013-07-26
264946347,96,1221663,27,2013-06-21
264975314,42,1230218,20,2013-07-24
264977025,96,1221658,27,2013-06-24
265001160,85,1220502,22,2013-07-03
265024453,214,1221658,8,2013-06-24
265075101,106,1230218,10,2013-07-28
265088879,2,1190530,1,2013-05-10
265160635,2,1203439,1,2013-05-16
265175291,2,1221665,1,2013-06-23
265224397,215,1221658,34,2013-06-22
265293649,46,1220502,15,2013-07-12
265305577,12,1220502,7,2013-07-02
265325762,2,1221666,1,2013-06-22
265343291,2,1221665,1,2013-06-22
265343803,46,1221663,15,2013-06-26
265358824,2,1221665,1,2013-06-22
265370084,2,1220503,1,2013-07-04
265380248,2,1221663,1,2013-06-22
265384317,89,1221658,16,2013-06-24
265391194,58,1230218,28,2013-07-28
265402676,2,1190530,1,2013-05-22
265411362,4,1221666,1,2013-06-22
265414614,18,1213242,11,2013-05-24
265414885,2,1221665,1,2013-06-23
265418046,133,1221663,43,2013-06-22
265433155,126,1221658,18,2013-06-22
265434236,98,1203439,8,2013-05-23
265439525,46,1221658,15,2013-06-22
265446045,26,1230218,16,2013-07-26
265449213,2,1221665,1,2013-06-22
265464505,85,1220503,22,2013-07-03
265464850,360,1221658,37,2013-06-22
265469772,2,1221665,1,2013-06-28
265483767,2,1221665,1,2013-06-22
265510481,2,1221665,1,2013-06-22
265536090,17,1221663,4,2013-06-24
265563671,12,1203439,7,2013-05-18
265640811,14,1221663,8,2013-06-23
265657834,18,1221658,11,2013-06-21
265696682,2,1190530,1,2013-05-15
265768229,95,1213242,39,2013-05-20
265777501,95,1213242,39,2013-05-20
265793251,70,1230218,34,2013-07-29
265801093,65,1203439,26,2013-05-11
265894208,180,1230218,2,2013-07-24
265959721,180,1221663,2,2013-06-21
265965826,180,1220503,2,2013-07-02
266008504,180,1203439,2,2013-05-11
266023915,180,1221663,2,2013-06-20
266031920,306,1220502,6,2013-07-05
266064007,180,1230218,2,2013-07-27
266064752,180,1221658,2,2013-06-22
266143563,306,1221658,6,2013-06-29
266192984,241,1198275,16,2013-06-04
266219653,180,1203439,2,2013-05-14
266282917,10,1198275,5,2013-06-04
266380917,180,1221663,2,2013-06-20
266647340,10,1221663,5,2013-06-23
266726610,122,1203439,43,2013-05-14
266770817,306,1203439,6,2013-05-23
266888365,180,1221663,2,2013-06-29
266895307,180,1230218,2,2013-07-28
266972296,122,1203439,43,2013-05-15
266982085,180,1203439,2,2013-05-13
267008595,180,1221658,2,2013-06-27
267067272,180,1203439,2,2013-05-12
267228742,180,1220503,2,2013-07-13
267801472,307,1221663,12,2013-06-25
267990213,10,1221663,5,2013-06-21
268131068,180,1203439,2,2013-05-14
268274434,180,1230218,2,2013-07-27
268330522,306,1230218,6,2013-07-27
268464823,10,1230218,5,2013-07-26
268494572,180,1203439,2,2013-05-11
268504014,10,1221658,5,2013-06-25
268544458,4,1203439,1,2013-05-13
268571936,180,1203439,2,2013-05-23
268582491,10,1221658,5,2013-06-23
268598384,10,1221663,5,2013-06-22
268671305,10,1220503,5,2013-07-06
268786005,180,1221663,2,2013-06-25
268934545,180,1203439,2,2013-05-14
269071693,180,1221658,2,2013-06-20
269103792,10,1221658,5,2013-06-21
269113245,180,1221658,2,2013-06-23
269154107,180,1221658,2,2013-06-29
269183913,180,1221658,2,2013-06-23
269334287,180,1221658,2,2013-06-25
269480197,122,1203439,43,2013-05-12
269563812,180,1230218,2,2013-07-29
269662108,122,1203439,43,2013-05-18
270301437,180,1221658,2,2013-06-27
270345817,180,1230218,2,2013-07-24
270442519,180,1203439,2,2013-05-11
270481580,180,1203439,2,2013-05-11
270743569,180,1203439,2,2013-05-17
271090724,306,1221663,6,2013-06-26
271180808,180,1221663,2,2013-06-24
272526537,122,1203439,43,2013-05-16
274321917,122,1203439,43,2013-05-16
274792636,122,1203439,43,2013-05-11
275204819,122,1203439,43,2013-05-12
277487614,122,1203439,43,2013-05-15
279305732,10,1221663,5,2013-06-20
279347059,180,1203439,2,2013-05-31
279372093,180,1221663,2,2013-06-25
279621228,180,1221663,2,2013-06-21
279935061,180,1221663,2,2013-06-22
280285083,180,1230218,2,2013-07-24
280662717,180,1220503,2,2013-07-13
282389467,180,1221663,2,2013-06-29
282754204,180,1221658,2,2013-06-22
282996337,180,1221663,2,2013-06-26
283019710,306,1221663,6,2013-06-22
284207984,180,1220502,2,2013-07-01
285834648,306,1221658,6,2013-06-24
286585014,180,1221658,2,2013-06-21
286676014,180,1203439,2,2013-05-11
287703482,10,1221663,5,2013-06-22
287949249,10,1221663,5,2013-06-21
288214010,241,1221663,16,2013-06-20
289603952,233,1203439,33,2013-05-16
289609545,306,1208501,6,2013-05-12
289797926,15,1221658,9,2013-06-23
289802686,18,1221663,11,2013-06-20
289806326,18,1221663,11,2013-06-20
289963384,20,1221663,7,2013-06-28
289966105,20,1230218,7,2013-07-24
289985178,18,1221663,11,2013-06-20
290016915,17,1219903,4,2013-07-04
290025266,20,1230218,7,2013-07-28
290045558,3,1221663,2,2013-06-22
290059213,88,1221658,14,2013-06-23
290087480,18,1230218,11,2013-07-25
290098850,18,1221663,11,2013-06-21
290148027,15,1203439,9,2013-05-11
290153071,17,1221663,4,2013-06-21
290164657,4,1219903,1,2013-07-02
290182400,18,1219903,11,2013-06-30
290184190,18,1230218,11,2013-07-24
290194952,4,1190530,1,2013-05-27
290195618,18,1213242,11,2013-05-22
290206080,17,1221658,4,2013-06-21
290224324,4,1219900,1,2013-07-06
290228141,3,1221663,2,2013-06-21
290278541,4,1221666,1,2013-06-22
290285306,18,1230218,11,2013-07-27
290287252,18,1213242,11,2013-05-26
290347451,4,1221666,1,2013-06-26
290354848,3,1221658,2,2013-06-20
290372518,15,1221663,9,2013-06-24
290373061,95,1221663,39,2013-06-22
290384364,15,1221666,9,2013-06-21
290385198,18,1221658,11,2013-06-24
290391495,15,1221658,9,2013-06-21
290393603,95,1230218,39,2013-07-26
290409360,14,1221665,8,2013-06-26
290411661,88,1203439,14,2013-05-23
290431504,18,1213242,11,2013-05-21
290434071,95,1213242,39,2013-05-26
290503157,88,1203439,14,2013-05-12
290510432,20,1221663,7,2013-06-20
290555527,14,1230218,8,2013-07-24
290581237,15,1221658,9,2013-06-29
290589998,17,1221663,4,2013-06-20
290597468,15,1203439,9,2013-05-12
290598174,18,1221663,11,2013-06-29
290600358,3,1221663,2,2013-06-22
290620754,95,1221663,39,2013-06-22
290624326,15,1221663,9,2013-06-22
290627416,15,1221658,9,2013-06-21
290637204,18,1221658,11,2013-06-21
290659392,15,1221658,9,2013-06-21
290684043,15,1190530,9,2013-05-22
290691449,4,1221665,1,2013-06-21
290717158,14,1230218,8,2013-07-25
290754386,14,1221658,8,2013-06-22
290755288,14,1221663,8,2013-06-21
290755403,15,1221663,9,2013-06-24
290764843,95,1230218,39,2013-07-24
290767472,14,1221665,8,2013-06-21
290796659,15,1219903,9,2013-06-28
290810061,18,1230218,11,2013-07-24
290839587,95,1203439,39,2013-05-13
290851859,4,1221665,1,2013-06-23
290862792,3,1221658,2,2013-06-26
290879018,95,1221658,39,2013-06-21
290889143,4,1221665,1,2013-06-22
290894935,95,1219903,39,2013-06-30
290906155,88,1203439,14,2013-05-12
290938053,18,1213242,11,2013-05-26
290941199,18,1208251,11,2013-05-04
290983227,14,1221663,8,2013-06-23
290985277,15,1221663,9,2013-06-23
291017759,14,1230218,8,2013-07-25
291029590,14,1203439,8,2013-05-11
291029972,4,1221666,1,2013-06-22
291044014,88,1203439,14,2013-05-13
291117081,15,1221663,9,2013-06-29
291123367,88,1221658,14,2013-06-22
291132344,18,1221658,11,2013-06-23
291151069,88,1221665,14,2013-06-30
291151517,20,1221665,7,2013-06-20
291173131,20,1221665,7,2013-06-26
291177952,18,1230218,11,2013-07-24
291187661,4,1219900,1,2013-07-01
291205799,15,1190530,9,2013-05-14
291213612,15,1221663,9,2013-06-20
291281665,15,1221663,9,2013-06-21
291291752,4,1221666,1,2013-06-28
291365308,15,1221665,9,2013-06-20
291397369,4,1221658,1,2013-06-21
291442603,15,1221658,9,2013-06-22
291479267,95,1221658,39,2013-06-21
291484504,14,1221658,8,2013-06-21
291493991,3,1219900,2,2013-06-28
291511026,95,1230218,39,2013-07-28
291566884,17,1221658,4,2013-06-20
291609710,4,1221666,1,2013-06-20
291666500,17,1221663,4,2013-06-23
291737664,20,1221663,7,2013-06-28
291805122,88,1219900,14,2013-06-28
291814421,20,1219900,7,2013-06-28
291961894,18,1221658,11,2013-06-24
291962078,20,1221658,7,2013-06-24
291976640,17,1221658,4,2013-06-26
292120812,20,1219900,7,2013-07-04
292126332,15,1221663,9,2013-06-24
292138291,17,1219900,4,2013-06-30
292141289,95,1221663,39,2013-06-21
292182358,15,1221663,9,2013-06-30
292212981,18,1221658,11,2013-06-28
292249021,18,1213242,11,2013-05-22
292269899,18,1219903,11,2013-06-29
292274384,3,1221663,2,2013-06-23
292283641,15,1221658,9,2013-06-21
292318356,15,1219903,9,2013-07-07
292335320,17,1219900,4,2013-06-29
292344209,20,1230218,7,2013-07-24
292352154,20,1219903,7,2013-06-28
292397497,95,1213242,39,2013-05-22
292407591,3,1221658,2,2013-06-21
292419365,4,1221666,1,2013-06-21
292458330,15,1221663,9,2013-06-21
292478328,18,1203439,11,2013-05-11
292530776,18,1213242,11,2013-05-21
292596592,15,1219900,9,2013-07-05
292651292,4,1230218,1,2013-07-24
292685397,14,1221663,8,2013-06-20
292691040,20,1203439,7,2013-05-11
292700922,3,1221663,2,2013-06-24
292846231,4,1190530,1,2013-05-10
292963742,4,1221667,1,2013-06-24
292995006,15,1221663,9,2013-06-23
293227847,4,1221658,1,2013-06-29
293382318,14,1221658,8,2013-06-24
293435736,95,1221663,39,2013-06-20
293468191,4,1221658,1,2013-06-21
293476344,17,1221663,4,2013-06-27
293477558,15,1219903,9,2013-06-30
293541990,3,1221658,2,2013-06-21
293546644,95,1230218,39,2013-07-25
293567959,18,1221658,11,2013-06-26
293597023,20,1221658,7,2013-06-20
293628349,88,1221663,14,2013-06-21
293663252,17,1221663,4,2013-06-25
293664139,88,1203439,14,2013-05-12
294246987,18,1221663,11,2013-06-20
294320000,14,1219903,8,2013-07-28
294396286,17,1221663,4,2013-06-21
294398415,4,1221665,1,2013-06-29
294399544,15,1221663,9,2013-06-23
294488989,95,1203439,39,2013-05-17
294499421,88,1203439,14,2013-05-12
294506746,15,1221663,9,2013-06-21
294520892,14,1221658,8,2013-06-21
294552878,3,1221663,2,2013-06-20
294557327,14,1203439,8,2013-05-12
294564772,18,1203439,11,2013-05-11
294581175,20,1230218,7,2013-07-26
294589754,4,1230218,1,2013-07-24
294589882,3,1221666,2,2013-06-20
294605292,18,1230218,11,2013-07-24
294611639,18,1230218,11,2013-07-27
294630290,4,1221665,1,2013-06-22
294715712,88,1221658,14,2013-06-29
294732192,15,1221658,9,2013-06-25
294740870,3,1230218,2,2013-07-28
294742250,17,1221658,4,2013-06-20
294754269,18,1221658,11,2013-06-20
294760799,4,1203439,1,2013-05-11
294772486,95,1230218,39,2013-07-26
294799951,18,1230218,11,2013-07-25
294803629,20,1230218,7,2013-07-25
294830058,14,1221663,8,2013-06-20
294831847,14,1221658,8,2013-06-22
294833004,18,1230218,11,2013-07-25
294833486,95,1230218,39,2013-07-24
294867533,18,1230218,11,2013-07-27
294888521,18,1213242,11,2013-05-27
294889670,17,1221663,4,2013-06-21
294908524,3,1221658,2,2013-06-22
294935277,18,1221658,11,2013-06-20
294949818,95,1213242,39,2013-05-21
294952909,4,1221665,1,2013-06-20
294959586,20,1219903,7,2013-07-19
294965835,4,1190530,1,2013-05-12
294968224,4,1221667,1,2013-06-20
294980351,4,1221663,1,2013-06-23
295042643,18,1213242,11,2013-05-24
295049979,15,1190530,9,2013-05-08
295051481,4,1221666,1,2013-06-28
295068772,95,1221663,39,2013-06-21
295069932,14,1221658,8,2013-06-24
295098246,3,1221663,2,2013-06-25
295101285,88,1221663,14,2013-06-21
295101356,20,1219903,7,2013-06-28
295131467,15,1221665,9,2013-06-28
295144060,20,1221665,7,2013-06-22
295154687,15,1190530,9,2013-05-09
295167074,88,1230218,14,2013-07-24
295184020,14,1221663,8,2013-06-29
295192951,15,1221658,9,2013-06-24
295202847,18,1221658,11,2013-06-24
295237252,4,1203439,1,2013-05-11
295237963,18,1213242,11,2013-05-26
295238134,18,1221658,11,2013-06-22
295238156,15,1221658,9,2013-06-24
295238495,18,1221663,11,2013-06-20
295241157,18,1230218,11,2013-07-26
295246362,95,1203439,39,2013-05-11
295260151,4,1221658,1,2013-06-21
295268934,18,1230218,11,2013-07-24
295277742,15,1219900,9,2013-07-05
295280587,18,1203439,11,2013-05-12
295281000,95,1221663,39,2013-06-20
295292199,15,1221663,9,2013-06-21
295293446,17,1221663,4,2013-06-30
295322612,15,1219900,9,2013-06-28
295328457,3,1221663,2,2013-06-21
295334017,18,1203439,11,2013-05-11
295347047,88,1221666,14,2013-06-20
295357124,15,1221663,9,2013-06-23
295358472,18,1213242,11,2013-05-21
295365742,18,1221663,11,2013-06-22
295380442,18,1203439,11,2013-05-11
295406452,15,1190530,9,2013-05-09
295423369,15,1203439,9,2013-05-13
295429338,15,1221658,9,2013-06-21
295451288,14,1221658,8,2013-06-21
295468287,3,1221658,2,2013-06-22
295471718,18,1221663,11,2013-06-23
295476653,18,1213242,11,2013-05-20
295482771,88,1221665,14,2013-06-22
295484998,15,1203439,9,2013-05-12
295514907,18,1203439,11,2013-05-12
295523524,18,1219900,11,2013-06-29
295525366,15,1221663,9,2013-06-20
295563359,18,1219903,11,2013-06-29
295619113,18,1213242,11,2013-05-20
295619386,4,1190530,1,2013-05-10
295639668,15,1221663,9,2013-06-28
295653842,3,1230218,2,2013-07-25
295658483,18,1219903,11,2013-06-29
295662775,18,1203439,11,2013-05-11
295665606,4,1221667,1,2013-06-20
295671159,14,1221665,8,2013-06-24
295678793,15,1221663,9,2013-06-20
295681222,18,1221663,11,2013-06-22
295682044,15,1221663,9,2013-06-20
295696601,4,1190530,1,2013-05-19
295704995,15,1221663,9,2013-06-20
295714015,88,1221665,14,2013-06-20
295742986,15,1221666,9,2013-06-20
295795343,4,1221665,1,2013-06-21
295819310,4,1221665,1,2013-06-25
295876056,18,1221663,11,2013-06-26
295883663,14,1221663,8,2013-06-20
295888045,4,1219903,1,2013-06-30
295889845,20,1221663,7,2013-06-22
295920823,18,1203439,11,2013-05-11
295925823,17,1221658,4,2013-06-29
295974288,15,1221663,9,2013-06-26
295975683,20,1219900,7,2013-06-28
295998359,18,1230218,11,2013-07-26
296049287,95,1230218,39,2013-07-26
296293959,4,1221665,1,2013-06-25
296452479,17,1221658,4,2013-06-21
296496648,15,1203439,9,2013-05-18
296612445,14,1221658,8,2013-06-20
296659470,95,1230218,39,2013-07-25
296780696,18,1203439,11,2013-05-14
296989069,20,1221663,7,2013-06-23
297091041,95,1200581,39,2013-06-03
297108210,18,1221658,11,2013-06-22
297224146,95,1230218,39,2013-07-24
297276386,95,1230218,39,2013-07-26
297336787,95,1219900,39,2013-07-01
297645029,4,1221665,1,2013-06-25
297717291,20,1230218,7,2013-07-26
297814159,15,1221663,9,2013-06-20
297948095,4,1221666,1,2013-06-23
297994233,18,1203439,11,2013-05-13
297998380,20,1221663,7,2013-06-20
298013894,4,1221665,1,2013-06-27
298048493,20,1221658,7,2013-06-20
298064746,18,1213242,11,2013-05-24
298129929,88,1221658,14,2013-06-20
298206050,17,1221658,4,2013-06-22
298355305,17,1221658,4,2013-06-22
298410795,18,1221658,11,2013-06-23
298464712,95,1230218,39,2013-07-25
298766910,18,1221663,11,2013-06-20
298987710,18,1219903,11,2013-06-28
299010461,18,1230218,11,2013-07-28
299015416,15,1221658,9,2013-06-20
299227151,15,1221658,9,2013-06-21
299350580,18,1219903,11,2013-06-28
299353529,4,1190530,1,2013-05-25
299354486,18,1203439,11,2013-05-17
299358260,4,1190530,1,2013-05-16
299463548,4,1221666,1,2013-06-25
299475696,88,1221663,14,2013-06-21
299547610,18,1221663,11,2013-06-24
299625195,95,1213242,39,2013-05-27
299688883,88,1203439,14,2013-05-11
299810443,20,1219900,7,2013-06-29
299819688,4,1190530,1,2013-05-08
299844510,15,1221658,9,2013-06-21
299926476,15,1221665,9,2013-06-20
299953091,20,1203439,7,2013-05-16
300127196,88,1221658,14,2013-06-21
300255021,18,1213242,11,2013-06-21
300272660,15,1221658,9,2013-06-20
300283257,17,1230218,4,2013-07-24
300505044,88,1203439,14,2013-05-11
300594857,18,1221663,11,2013-06-20
300796810,4,1190530,1,2013-05-16
300814416,88,1203439,14,2013-05-11
300856295,18,1221658,11,2013-06-22
300899603,95,1230218,39,2013-07-28
301024401,20,1220502,7,2013-07-03
301076325,17,1221658,4,2013-06-26
301188040,18,1203439,11,2013-05-11
301211075,4,1221666,1,2013-06-29
301349773,17,1203439,4,2013-05-17
301452452,95,1221658,39,2013-06-20
301453725,14,1221663,8,2013-06-29
