id,chain,offer,market,repeattrips,repeater,offerdate,category,quantity,company,offervalue,brand
308000364,360,1199256,37,0,False,2013-03-22,4401,1,105100050,2.0,13791
308002865,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308003792,360,1208501,37,1,True,2013-04-28,6202,1,1087744888,1.5,64486
308005036,360,1197502,37,0,False,2013-04-17,3203,1,106414464,0.75,13474
308005548,360,1208501,37,1,True,2013-04-24,6202,1,1087744888,1.5,64486
308005895,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308006008,360,1199258,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308006849,360,1199256,37,0,False,2013-03-24,4401,1,105100050,2.0,13791
308008414,360,1208501,37,2,True,2013-04-28,6202,1,1087744888,1.5,64486
308008902,360,1199256,37,0,False,2013-03-17,4401,1,105100050,2.0,13791
308009396,360,1208501,37,1,True,2013-04-27,6202,1,1087744888,1.5,64486
308010204,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308010224,360,1199258,37,0,False,2013-03-18,4401,1,105100050,2.0,13791
308010240,360,1199256,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308010263,360,1208251,37,0,False,2013-04-26,2202,1,104460040,2.0,3718
308010945,360,1199256,37,2,True,2013-03-23,4401,1,105100050,2.0,13791
308011280,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308012130,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308012969,360,1197502,37,0,False,2013-03-25,3203,1,106414464,0.75,13474
308013597,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308013948,360,1204821,37,0,False,2013-04-02,5619,1,107717272,1.5,102504
308014330,360,1197502,37,0,False,2013-03-25,3203,1,106414464,0.75,13474
308014502,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308014676,360,1198272,37,1,True,2013-03-25,5558,1,107120272,1.5,5072
308015373,360,1208251,37,0,False,2013-04-24,2202,1,104460040,2.0,3718
308015803,360,1197502,37,0,False,2013-03-26,3203,1,106414464,0.75,13474
308017307,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308017317,360,1197502,37,0,False,2013-04-01,3203,1,106414464,0.75,13474
308017352,360,1204822,37,0,False,2013-04-17,5619,1,107717272,1.5,102504
308018135,360,1208251,37,1,True,2013-04-23,2202,1,104460040,2.0,3718
308019121,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308019609,360,1208501,37,4,True,2013-04-29,6202,1,1087744888,1.5,64486
308023297,360,1199256,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308024620,360,1197502,37,0,False,2013-04-04,3203,1,106414464,0.75,13474
308025042,360,1204576,37,0,False,2013-04-08,5616,1,104610040,1.0,15889
308025224,360,1197502,37,0,False,2013-03-30,3203,1,106414464,0.75,13474
308025554,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308025681,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308026917,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308027620,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308027679,360,1208251,37,0,False,2013-04-27,2202,1,104460040,2.0,3718
308028544,360,1199258,37,0,False,2013-03-28,4401,1,105100050,2.0,13791
308029534,360,1197502,37,0,False,2013-04-18,3203,1,106414464,0.75,13474
308030979,360,1208503,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308031679,360,1199256,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308031694,360,1208501,37,6,True,2013-04-24,6202,1,1087744888,1.5,64486
308034365,360,1199258,37,2,True,2013-03-17,4401,1,105100050,2.0,13791
308034648,360,1208503,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308034655,360,1208501,37,1,True,2013-04-26,6202,1,1087744888,1.5,64486
308035235,360,1198274,37,0,False,2013-03-26,5558,1,107120272,1.5,5072
308036061,360,1199256,37,0,False,2013-03-23,4401,1,105100050,2.0,13791
308036374,360,1208501,37,2,True,2013-04-27,6202,1,1087744888,1.5,64486
308037198,360,1199258,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308038694,360,1208501,37,1,True,2013-04-28,6202,1,1087744888,1.5,64486
308039461,360,1204821,37,0,False,2013-04-30,5619,1,107717272,1.5,102504
308039610,360,1197502,37,1,True,2013-03-28,3203,1,106414464,0.75,13474
308040792,360,1208501,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308040807,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308041571,360,1197502,37,0,False,2013-03-31,3203,1,106414464,0.75,13474
308042202,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308042283,360,1198274,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308043918,360,1199256,37,0,False,2013-03-24,4401,1,105100050,2.0,13791
308045674,360,1197502,37,0,False,2013-04-21,3203,1,106414464,0.75,13474
308046844,360,1197502,37,0,False,2013-03-30,3203,1,106414464,0.75,13474
308046906,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308047291,360,1197502,37,0,False,2013-04-04,3203,1,106414464,0.75,13474
308047496,360,1208251,37,1,True,2013-04-25,2202,1,104460040,2.0,3718
308048219,360,1199258,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308048574,360,1198275,37,0,False,2013-03-26,5558,1,107120272,1.5,5072
308050338,360,1199258,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308050551,360,1198275,37,1,True,2013-03-25,5558,1,107120272,1.5,5072
308050785,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308052765,360,1204821,37,3,True,2013-04-20,5619,1,107717272,1.5,102504
308053636,360,1199256,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308053652,360,1208501,37,3,True,2013-04-26,6202,1,1087744888,1.5,64486
308053746,360,1208501,37,1,True,2013-04-30,6202,1,1087744888,1.5,64486
308053996,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308056079,360,1197502,37,0,False,2013-04-04,3203,1,106414464,0.75,13474
308056902,360,1198271,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308056916,360,1208501,37,1,True,2013-04-30,6202,1,1087744888,1.5,64486
308057598,360,1204822,37,2,True,2013-04-18,5619,1,107717272,1.5,102504
308057979,360,1198275,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308058078,360,1208501,37,3,True,2013-04-29,6202,1,1087744888,1.5,64486
308058302,360,1208501,37,1,True,2013-04-24,6202,1,1087744888,1.5,64486
308060950,360,1208503,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308061955,360,1197502,37,0,False,2013-04-18,3203,1,106414464,0.75,13474
308062439,360,1208503,37,2,True,2013-04-25,6202,1,1087744888,1.5,64486
308064819,360,1197502,37,0,False,2013-04-16,3203,1,106414464,0.75,13474
308065897,360,1197502,37,0,False,2013-03-28,3203,1,106414464,0.75,13474
308066378,360,1197502,37,0,False,2013-03-26,3203,1,106414464,0.75,13474
308066567,360,1199258,37,1,True,2013-03-15,4401,1,105100050,2.0,13791
308067093,360,1199258,37,0,False,2013-03-20,4401,1,105100050,2.0,13791
308067281,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308068019,360,1208501,37,1,True,2013-04-25,6202,1,1087744888,1.5,64486
308069311,360,1198275,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308069526,360,1199258,37,0,False,2013-03-17,4401,1,105100050,2.0,13791
308070163,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308070585,360,1197502,37,0,False,2013-03-30,3203,1,106414464,0.75,13474
308070928,360,1197502,37,0,False,2013-03-30,3203,1,106414464,0.75,13474
308072486,360,1198272,37,0,False,2013-03-26,5558,1,107120272,1.5,5072
308072622,360,1197502,37,0,False,2013-04-02,3203,1,106414464,0.75,13474
308072982,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308073838,360,1204822,37,1,True,2013-04-02,5619,1,107717272,1.5,102504
308076494,360,1200988,37,0,False,2013-03-21,3509,1,103320030,2.0,875
308077400,360,1204576,37,0,False,2013-04-06,5616,1,104610040,1.0,15889
308078332,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308078483,360,1197502,37,0,False,2013-03-25,3203,1,106414464,0.75,13474
308079261,360,1198274,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308079926,360,1199256,37,2,True,2013-03-13,4401,1,105100050,2.0,13791
308080057,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308081706,360,1199256,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308082157,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308082494,360,1199256,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308084971,360,1197502,37,0,False,2013-03-31,3203,1,106414464,0.75,13474
308086766,360,1198274,37,2,True,2013-03-27,5558,1,107120272,1.5,5072
308087342,360,1204576,37,0,False,2013-04-05,5616,1,104610040,1.0,15889
308089006,360,1197502,37,1,True,2013-03-27,3203,1,106414464,0.75,13474
308089088,360,1208503,37,5,True,2013-04-25,6202,1,1087744888,1.5,64486
308089734,360,1208501,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308090286,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308090439,360,1204821,37,0,False,2013-04-04,5619,1,107717272,1.5,102504
308091480,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308091840,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308092874,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308093606,360,1208251,37,0,False,2013-04-23,2202,1,104460040,2.0,3718
308100039,360,1197502,37,1,True,2013-03-25,3203,1,106414464,0.75,13474
308100518,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308101688,360,1197502,37,0,False,2013-03-28,3203,1,106414464,0.75,13474
308102840,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308103095,360,1208501,37,2,True,2013-04-27,6202,1,1087744888,1.5,64486
308103167,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308103316,360,1204821,37,1,True,2013-04-11,5619,1,107717272,1.5,102504
308103506,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308104608,360,1208501,37,5,True,2013-04-29,6202,1,1087744888,1.5,64486
308105693,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308106889,360,1199258,37,0,False,2013-03-18,4401,1,105100050,2.0,13791
308108620,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308109524,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308109774,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308111503,360,1197502,37,1,True,2013-03-28,3203,1,106414464,0.75,13474
308112254,360,1208501,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308112321,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308112759,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308112787,360,1199256,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308112924,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308114306,360,1208501,37,2,True,2013-04-28,6202,1,1087744888,1.5,64486
308114804,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308114827,360,1208252,37,0,False,2013-04-23,2202,1,104460040,3.0,3718
308116476,360,1208252,37,0,False,2013-04-26,2202,1,104460040,3.0,3718
308117296,360,1208501,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308117602,360,1197502,37,1,True,2013-03-29,3203,1,106414464,0.75,13474
308118283,360,1197502,37,1,True,2013-03-26,3203,1,106414464,0.75,13474
308118474,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308118800,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308119893,360,1199258,37,0,False,2013-03-18,4401,1,105100050,2.0,13791
308119912,360,1208503,37,1,True,2013-04-28,6202,1,1087744888,1.5,64486
308120204,360,1197502,37,1,True,2013-03-28,3203,1,106414464,0.75,13474
308120733,360,1197502,37,0,False,2013-04-21,3203,1,106414464,0.75,13474
308120993,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308121439,360,1198272,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308121776,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308122418,360,1198273,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308122719,360,1208252,37,1,True,2013-04-24,2202,1,104460040,3.0,3718
308123278,360,1199258,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308124426,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308127707,360,1198274,37,0,False,2013-03-26,5558,1,107120272,1.5,5072
308128629,360,1208501,37,1,True,2013-04-30,6202,1,1087744888,1.5,64486
308130067,360,1198272,37,0,False,2013-03-26,5558,1,107120272,1.5,5072
308130911,360,1197502,37,1,True,2013-03-29,3203,1,106414464,0.75,13474
308131112,360,1208503,37,1,True,2013-04-26,6202,1,1087744888,1.5,64486
308131128,360,1204576,37,0,False,2013-04-07,5616,1,104610040,1.0,15889
308131740,360,1197502,37,0,False,2013-04-08,3203,1,106414464,0.75,13474
308132214,360,1197502,37,1,True,2013-04-01,3203,1,106414464,0.75,13474
308133320,360,1204576,37,6,True,2013-04-05,5616,1,104610040,1.0,15889
308133377,360,1208251,37,1,True,2013-04-25,2202,1,104460040,2.0,3718
308133467,360,1208501,37,2,True,2013-04-27,6202,1,1087744888,1.5,64486
308133833,360,1197502,37,2,True,2013-03-26,3203,1,106414464,0.75,13474
308134403,360,1208501,37,3,True,2013-04-29,6202,1,1087744888,1.5,64486
308134552,360,1199258,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308135636,360,1198273,37,3,True,2013-03-25,5558,1,107120272,1.5,5072
308136774,360,1208503,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308137295,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308138740,360,1199258,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308138885,360,1208501,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308139398,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308139768,360,1197502,37,1,True,2013-03-27,3203,1,106414464,0.75,13474
308140261,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308140571,360,1199256,37,0,False,2013-03-23,4401,1,105100050,2.0,13791
308141550,360,1197502,37,0,False,2013-03-30,3203,1,106414464,0.75,13474
308142828,360,1197502,37,0,False,2013-03-27,3203,1,106414464,0.75,13474
308143800,360,1197502,37,0,False,2013-03-25,3203,1,106414464,0.75,13474
308144274,360,1208251,37,1,True,2013-04-24,2202,1,104460040,2.0,3718
308144918,360,1198274,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308146241,360,1208501,37,1,True,2013-04-27,6202,1,1087744888,1.5,64486
308147098,360,1200578,37,0,False,2013-04-07,1703,1,104460040,1.5,7668
308147269,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308149349,360,1200578,37,0,False,2013-04-06,1703,1,104460040,1.5,7668
308149669,360,1208251,37,0,False,2013-04-25,2202,1,104460040,2.0,3718
308150280,360,1199258,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308150890,360,1199256,37,0,False,2013-03-23,4401,1,105100050,2.0,13791
308151043,360,1208501,37,1,True,2013-04-24,6202,1,1087744888,1.5,64486
308151564,360,1197502,37,0,False,2013-03-26,3203,1,106414464,0.75,13474
308151612,360,1197502,37,0,False,2013-03-28,3203,1,106414464,0.75,13474
308152498,360,1199258,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308152600,360,1199256,37,0,False,2013-03-27,4401,1,105100050,2.0,13791
308153597,360,1208503,37,6,True,2013-04-27,6202,1,1087744888,1.5,64486
308155188,360,1204821,37,1,True,2013-04-18,5619,1,107717272,1.5,102504
308155461,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308157091,360,1199258,37,0,False,2013-03-22,4401,1,105100050,2.0,13791
308157541,360,1197502,37,0,False,2013-04-01,3203,1,106414464,0.75,13474
308158312,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308158539,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308159129,360,1197502,37,0,False,2013-03-26,3203,1,106414464,0.75,13474
308159143,360,1208503,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308159377,360,1198272,37,1,True,2013-03-25,5558,1,107120272,1.5,5072
308160831,360,1199256,37,0,False,2013-03-24,4401,1,105100050,2.0,13791
308161341,360,1208501,37,4,True,2013-04-25,6202,1,1087744888,1.5,64486
308162980,360,1208501,37,1,True,2013-04-26,6202,1,1087744888,1.5,64486
308163496,360,1208251,37,0,False,2013-04-26,2202,1,104460040,2.0,3718
308163853,360,1208252,37,0,False,2013-04-26,2202,1,104460040,3.0,3718
308164004,360,1197502,37,0,False,2013-03-30,3203,1,106414464,0.75,13474
308164842,360,1197502,37,0,False,2013-03-25,3203,1,106414464,0.75,13474
308164910,360,1208501,37,0,False,2013-04-30,6202,1,1087744888,1.5,64486
308165787,360,1208251,37,0,False,2013-04-27,2202,1,104460040,2.0,3718
308165832,360,1199258,37,0,False,2013-03-21,4401,1,105100050,2.0,13791
308166688,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308167971,360,1208501,37,1,True,2013-04-29,6202,1,1087744888,1.5,64486
308169021,360,1208501,37,1,True,2013-04-24,6202,1,1087744888,1.5,64486
308169766,360,1208503,37,2,True,2013-04-26,6202,1,1087744888,1.5,64486
308169770,360,1199258,37,0,False,2013-03-27,4401,1,105100050,2.0,13791
308169999,360,1208501,37,2,True,2013-04-30,6202,1,1087744888,1.5,64486
308170610,360,1208501,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308172073,360,1200578,37,0,False,2013-03-30,1703,1,104460040,1.5,7668
308172149,360,1198274,37,2,True,2013-03-27,5558,1,107120272,1.5,5072
308172433,360,1198272,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308174653,360,1208503,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308175750,360,1197502,37,0,False,2013-03-25,3203,1,106414464,0.75,13474
308176044,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308178135,360,1197502,37,0,False,2013-04-17,3203,1,106414464,0.75,13474
308178608,360,1197502,37,0,False,2013-04-05,3203,1,106414464,0.75,13474
308179289,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308179647,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308180393,360,1199256,37,1,True,2013-03-15,4401,1,105100050,2.0,13791
308180492,360,1204821,37,0,False,2013-04-02,5619,1,107717272,1.5,102504
308180792,360,1208503,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308182742,360,1198272,37,1,True,2013-03-25,5558,1,107120272,1.5,5072
308182928,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308183286,360,1197502,37,2,True,2013-04-07,3203,1,106414464,0.75,13474
308186517,360,1199258,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308187056,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308187094,360,1198275,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308188102,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308189061,360,1208251,37,0,False,2013-04-24,2202,1,104460040,2.0,3718
308189093,360,1208501,37,0,False,2013-04-30,6202,1,1087744888,1.5,64486
308189480,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308189997,360,1208503,37,0,False,2013-04-29,6202,1,1087744888,1.5,64486
308190537,360,1208501,37,2,True,2013-04-30,6202,1,1087744888,1.5,64486
308191583,360,1208251,37,1,True,2013-04-26,2202,1,104460040,2.0,3718
308192387,360,1208251,37,0,False,2013-04-25,2202,1,104460040,2.0,3718
308193131,360,1197502,37,2,True,2013-03-29,3203,1,106414464,0.75,13474
308193674,360,1197502,37,0,False,2013-03-28,3203,1,106414464,0.75,13474
308193779,360,1199256,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308194006,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308194058,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308194523,360,1197502,37,0,False,2013-04-22,3203,1,106414464,0.75,13474
308194977,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308195145,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308195407,360,1199258,37,0,False,2013-03-18,4401,1,105100050,2.0,13791
308195639,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308195814,360,1208503,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308196062,360,1199256,37,0,False,2013-03-23,4401,1,105100050,2.0,13791
308196657,360,1199256,37,1,True,2013-03-15,4401,1,105100050,2.0,13791
308196849,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308196850,360,1208251,37,0,False,2013-04-24,2202,1,104460040,2.0,3718
308197253,360,1208501,37,1,True,2013-04-25,6202,1,1087744888,1.5,64486
308198529,360,1198275,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308199174,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308201091,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308201160,360,1208503,37,7,True,2013-04-24,6202,1,1087744888,1.5,64486
308202744,360,1197502,37,0,False,2013-04-01,3203,1,106414464,0.75,13474
308203430,360,1197502,37,1,True,2013-03-25,3203,1,106414464,0.75,13474
308203654,360,1208251,37,1,True,2013-04-23,2202,1,104460040,2.0,3718
308205959,360,1208251,37,0,False,2013-04-24,2202,1,104460040,2.0,3718
308206054,360,1197502,37,0,False,2013-03-26,3203,1,106414464,0.75,13474
308207769,360,1198275,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308207927,360,1208503,37,1,True,2013-04-26,6202,1,1087744888,1.5,64486
308208640,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308208750,360,1200579,37,0,False,2013-03-30,1703,1,104460040,1.5,7668
308208806,360,1197502,37,0,False,2013-04-07,3203,1,106414464,0.75,13474
308209622,360,1208503,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308209724,360,1208252,37,0,False,2013-04-24,2202,1,104460040,3.0,3718
308209745,360,1198275,37,0,False,2013-03-26,5558,1,107120272,1.5,5072
308210440,360,1208251,37,2,True,2013-04-25,2202,1,104460040,2.0,3718
308210725,360,1208251,37,4,True,2013-04-25,2202,1,104460040,2.0,3718
308210896,360,1208501,37,1,True,2013-04-26,6202,1,1087744888,1.5,64486
308211400,360,1200578,37,0,False,2013-04-06,1703,1,104460040,1.5,7668
308211816,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308212264,360,1208501,37,1,True,2013-04-27,6202,1,1087744888,1.5,64486
308212672,360,1197502,37,0,False,2013-03-26,3203,1,106414464,0.75,13474
308214849,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308215134,360,1208503,37,2,True,2013-04-26,6202,1,1087744888,1.5,64486
308215402,360,1199256,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308215586,360,1208501,37,0,False,2013-04-30,6202,1,1087744888,1.5,64486
308216467,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308216591,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308216853,360,1199258,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308217196,360,1208503,37,1,True,2013-04-27,6202,1,1087744888,1.5,64486
308217927,360,1199256,37,0,False,2013-03-13,4401,1,105100050,2.0,13791
308218777,360,1208251,37,0,False,2013-04-23,2202,1,104460040,2.0,3718
308218922,360,1198275,37,1,True,2013-03-25,5558,1,107120272,1.5,5072
308219549,360,1198273,37,3,True,2013-03-26,5558,1,107120272,1.5,5072
308219947,360,1208501,37,2,True,2013-04-24,6202,1,1087744888,1.5,64486
308219972,360,1199258,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308220297,360,1204821,37,0,False,2013-04-03,5619,1,107717272,1.5,102504
308220700,360,1197502,37,0,False,2013-04-08,3203,1,106414464,0.75,13474
308220853,360,1199258,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308221197,360,1208501,37,7,True,2013-04-26,6202,1,1087744888,1.5,64486
308222185,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308222269,360,1208252,37,3,True,2013-04-28,2202,1,104460040,3.0,3718
308222593,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308223334,360,1208501,37,0,False,2013-04-27,6202,1,1087744888,1.5,64486
308223527,360,1198274,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308224293,360,1198274,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308224332,360,1198275,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308224625,360,1198274,37,1,True,2013-03-26,5558,1,107120272,1.5,5072
308224968,360,1199258,37,0,False,2013-03-21,4401,1,105100050,2.0,13791
308224980,360,1199256,37,0,False,2013-03-17,4401,1,105100050,2.0,13791
308225761,360,1208501,37,0,False,2013-04-24,6202,1,1087744888,1.5,64486
308225812,360,1197502,37,0,False,2013-03-29,3203,1,106414464,0.75,13474
308226475,360,1197502,37,0,False,2013-04-08,3203,1,106414464,0.75,13474
308226711,360,1197502,37,0,False,2013-04-04,3203,1,106414464,0.75,13474
308226756,360,1198274,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308226775,360,1208501,37,0,False,2013-04-26,6202,1,1087744888,1.5,64486
308226991,360,1208251,37,0,False,2013-04-24,2202,1,104460040,2.0,3718
308227330,360,1197502,37,1,True,2013-03-29,3203,1,106414464,0.75,13474
308227343,360,1208251,37,0,False,2013-04-27,2202,1,104460040,2.0,3718
308227661,360,1197502,37,0,False,2013-04-17,3203,1,106414464,0.75,13474
308229098,360,1198273,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308229239,360,1199256,37,0,False,2013-03-16,4401,1,105100050,2.0,13791
308231798,360,1208501,37,0,False,2013-04-30,6202,1,1087744888,1.5,64486
308232197,360,1204576,37,0,False,2013-04-06,5616,1,104610040,1.0,15889
308232753,360,1199256,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308233764,360,1198275,37,0,False,2013-03-25,5558,1,107120272,1.5,5072
308234658,360,1208251,37,1,True,2013-04-25,2202,1,104460040,2.0,3718
308236810,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308237986,360,1208501,37,0,False,2013-04-28,6202,1,1087744888,1.5,64486
308238034,360,1198272,37,0,False,2013-03-27,5558,1,107120272,1.5,5072
308238572,360,1208501,37,0,False,2013-04-25,6202,1,1087744888,1.5,64486
308239440,360,1208501,37,1,True,2013-04-26,6202,1,1087744888,1.5,64486
308239539,360,1199258,37,0,False,2013-03-29,4401,1,105100050,2.0,13791
308239694,360,1208501,37,1,True,2013-04-27,6202,1,1087744888,1.5,64486
308240173,360,1199258,37,0,False,2013-03-15,4401,1,105100050,2.0,13791
308240851,360,1199258,37,0,False,2013-03-14,4401,1,105100050,2.0,13791
308241712,360,1199258,37,0,False,2013-03-28,4401,1,105100050,2.0,13791
