dept,category,n_lineas,proporcion,categoria_ofertada
18,1819,19,2.4212970148976033e-06,False
72,7220,19,2.4212970148976033e-06,False
36,3609,19,2.4212970148976033e-06,False
81,8102,18,2.2938603299029928e-06,False
71,7115,18,2.2938603299029928e-06,False
36,3605,18,2.2938603299029928e-06,False
73,7347,18,2.2938603299029928e-06,False
29,2926,18,2.2938603299029928e-06,False
6,609,18,2.2938603299029928e-06,False
17,1705,17,2.1664236449083818e-06,False
27,2703,17,2.1664236449083818e-06,False
73,7343,17,2.1664236449083818e-06,False
98,9803,16,2.038986959913771e-06,False
99,9905,16,2.038986959913771e-06,False
18,1897,16,2.038986959913771e-06,False
39,3902,16,2.038986959913771e-06,False
73,7330,16,2.038986959913771e-06,False
31,3103,16,2.038986959913771e-06,False
91,9130,16,2.038986959913771e-06,False
72,7204,16,2.038986959913771e-06,False
73,7340,15,1.9115502749191606e-06,False
73,7306,15,1.9115502749191606e-06,False
97,9780,15,1.9115502749191606e-06,False
63,6327,14,1.7841135899245499e-06,False
17,1724,14,1.7841135899245499e-06,False
97,9704,12,1.5292402199353285e-06,False
73,7327,12,1.5292402199353285e-06,False
55,5563,12,1.5292402199353285e-06,False
81,8103,11,1.4018035349407177e-06,False
97,9760,11,1.4018035349407177e-06,False
97,9741,11,1.4018035349407177e-06,False
27,2722,11,1.4018035349407177e-06,False
22,2202,11,1.4018035349407177e-06,True
97,9747,11,1.4018035349407177e-06,False
75,7534,11,1.4018035349407177e-06,False
69,6904,11,1.4018035349407177e-06,False
97,9767,10,1.274366849946107e-06,False
31,3199,10,1.274366849946107e-06,False
2,203,9,1.1469301649514964e-06,False
97,9726,9,1.1469301649514964e-06,False
27,2723,9,1.1469301649514964e-06,False
97,9761,9,1.1469301649514964e-06,False
73,7324,9,1.1469301649514964e-06,False
91,9126,9,1.1469301649514964e-06,False
75,7505,8,1.0194934799568856e-06,False
97,9782,8,1.0194934799568856e-06,False
44,4408,8,1.0194934799568856e-06,False
97,9790,8,1.0194934799568856e-06,False
33,3320,8,1.0194934799568856e-06,False
74,7410,8,1.0194934799568856e-06,False
45,4599,7,8.920567949622749e-07,False
91,9133,7,8.920567949622749e-07,False
18,1896,7,8.920567949622749e-07,False
96,9602,7,8.920567949622749e-07,False
91,9123,7,8.920567949622749e-07,False
31,3109,7,8.920567949622749e-07,False
35,3510,7,8.920567949622749e-07,False
27,2724,7,8.920567949622749e-07,False
97,9784,6,7.646201099676643e-07,False
70,7099,6,7.646201099676643e-07,False
12,1204,6,7.646201099676643e-07,False
44,4409,5,6.371834249730535e-07,False
97,9787,5,6.371834249730535e-07,False
35,3513,5,6.371834249730535e-07,False
13,1399,5,6.371834249730535e-07,False
97,9766,5,6.371834249730535e-07,False
67,6707,5,6.371834249730535e-07,False
56,5622,5,6.371834249730535e-07,False
25,2502,5,6.371834249730535e-07,False
71,7109,4,5.097467399784428e-07,False
73,7331,4,5.097467399784428e-07,False
97,9733,4,5.097467399784428e-07,False
97,9710,4,5.097467399784428e-07,False
22,2215,4,5.097467399784428e-07,False
14,1499,3,3.8231005498383213e-07,False
2,207,3,3.8231005498383213e-07,False
92,9299,3,3.8231005498383213e-07,False
97,9721,3,3.8231005498383213e-07,False
22,2213,3,3.8231005498383213e-07,False
73,7332,3,3.8231005498383213e-07,False
7,799,3,3.8231005498383213e-07,True
94,9401,2,2.548733699892214e-07,False
22,2212,2,2.548733699892214e-07,False
67,6799,2,2.548733699892214e-07,False
97,9783,2,2.548733699892214e-07,False
9,919,2,2.548733699892214e-07,False
97,9769,2,2.548733699892214e-07,False
71,7111,2,2.548733699892214e-07,False
22,2216,2,2.548733699892214e-07,False
17,1799,2,2.548733699892214e-07,False
97,9708,2,2.548733699892214e-07,False
97,9719,2,2.548733699892214e-07,False
97,9722,1,1.274366849946107e-07,False
28,2899,1,1.274366849946107e-07,False
10,1099,1,1.274366849946107e-07,False
17,1715,1,1.274366849946107e-07,False
73,7399,1,1.274366849946107e-07,False
40,4099,1,1.274366849946107e-07,False
27,2714,1,1.274366849946107e-07,False
73,7334,1,1.274366849946107e-07,False
